tth_obs,tth_corr,d_A,area,fwhm,p_used,origin,rel_to_perovskite_pct,best_match,best_delta_d,second_match,wt_percent,wt_percent_blocked_reason
12.593537954509088,12.682345706528556,6.974279297533205,9.786645626438453,0.24344690569957456,6.393388470671069e-14,film,2.7060272529423615,PbI2(001),-0.0047207024667947906,PbI2(100),,single reflection + textured phase
30.198545286158794,30.287353038178264,2.9486211371241504,25.107847720586808,0.4777820144964456,6.567206833830286e-17,substrate,6.942370531031501,In2O3/ITO(222),0.027621137124150597,SnO2:F(101),,single reflection + textured phase
